id|job_id|job_name|run_id|action_id|status|attempts|max_attempts|last_error_code|created_at|updated_at
e09c7b23-3709-409c-94d4-510ed293acb2|petpack:36478ce0c84d16e65606a7ce6b7933a584b603d0400af601a53d40293e8f7463|petpack.process-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|hover-attention|succeeded|3|3||2026-08-17 15:54:02.732965+00|2026-08-17 16:08:18.516336+00
01deef56-453e-422d-b11e-17c89d889d99|petpack:6ffac49b8a427ce33e992aa4d03fdd2355d9ee5269c482ffba00f83e7cec42fc|petpack.poll-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-transition|succeeded|1|3||2026-08-17 16:06:41.922389+00|2026-08-17 16:06:42.932239+00
ec146b82-bb99-4c0c-949f-b5df900b941d|petpack:41cd71ad90b267c9c1959f06b929ba8a80c3e9c1aa241f28d5a20e8a7e0cc12a|petpack.poll-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sneeze|succeeded|1|3||2026-08-17 16:06:41.959509+00|2026-08-17 16:06:42.815901+00
cca750d2-110c-4e87-85e4-3a209a9db6b9|petpack:94103af9b0b14a302073a896de8b901f92dbf2e9cfd8e9cd07ce61669f23d318|petpack.poll-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-loop|succeeded|1|3||2026-08-17 16:06:41.960011+00|2026-08-17 16:06:42.806404+00
c22afdd8-b843-49f6-b2ad-4c891ada96dc|petpack:b2abd6686ee212289f7026715bb770bd26e592bd6945bdafab7c6d61df54fed9|petpack.process-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-loop|succeeded|1|3||2026-08-17 16:06:44.060529+00|2026-08-17 16:08:17.75169+00
3397efa9-8b60-4626-bcae-a8fc68d131e9|petpack:049eb1b3d0a793980d60e64a22bdafc686fde53bf1ecd8424120722915121351|petpack.process-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sneeze|succeeded|1|3||2026-08-17 16:06:44.064029+00|2026-08-17 16:07:53.540653+00
ed674c9b-62bb-416c-a9dd-0f80962b2b84|petpack:53f065faaa7264e8527f3b5de4fc8836e3106e07f0638dbfab3726240940218b|petpack.process-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-transition|succeeded|1|3||2026-08-17 16:06:44.06892+00|2026-08-17 16:08:18.012596+00
801e68df-418d-4e29-ac7c-2cfbaeda5133|petpack:47f2004d44676b12defdfdf4517807bfe4b0a103d5fb6753503c61a9a2dc18e7|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sneeze|succeeded|0|8||2026-08-17 16:07:55.327219+00|2026-08-17 16:07:55.327219+00
cc5b6e47-a6eb-4785-9e60-258ccd373ced|petpack:599f7b42584b48537ddda0f5e8230b54a1dfdd208abe83375205d74e59b2c3f5|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-loop|succeeded|0|8||2026-08-17 16:08:19.446796+00|2026-08-17 16:08:19.446796+00
b11c21fe-955b-435f-b44f-0ee6d0878c37|petpack:4eb782e12bbfe08d5f2f1bc5bb13b7fe865d122f64e46463f535e45ea7815d12|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|sleep-transition|succeeded|0|8||2026-08-17 16:08:19.461904+00|2026-08-17 16:08:19.461904+00
8abcd90c-02db-448d-8177-a58e32ba5613|petpack:f5be840189e036bb64a51a6256a85b9abc869a52a5846e76a6f28104af29a306|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|hover-attention|succeeded|0|8||2026-08-17 16:08:20.481895+00|2026-08-17 16:08:20.481895+00
34facdef-443d-48f6-ac13-8135926ae5a3|petpack:70ac9996114ed6b80958055a4ef07814636e0c16a5c6b0fead653055bd869ffc|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|idle|succeeded|0|8||2026-08-17 16:11:07.009774+00|2026-08-17 16:11:07.009774+00
ae843be0-93ee-485d-8eaa-3cd81044bde8|petpack:bbe3e2c9a3369b01725a0c029139b5d23fd99af77a7f4521c180344e183044c7|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|roll|succeeded|0|8||2026-08-17 16:11:28.098046+00|2026-08-17 16:11:28.098046+00
0f89a381-7444-420e-b2bc-ae4cbce1469e|petpack:88def39630091b97235b64dc2d435c9ecbc64d4b9b778a28eb01f70af60e9986|petpack.process-media|8783b68b-eabd-447f-99d9-cba49c245c91||succeeded|1|3||2026-08-17 16:11:31.130522+00|2026-08-17 16:11:31.1478+00
687944b5-7f56-445d-8e63-4b81ecf68361|petpack:d6eeaaba4d94fd56dfac5b3dd9154c14f82dd36c3787f9bbeeb751b071836a98|petpack.finalize-video-action|8783b68b-eabd-447f-99d9-cba49c245c91|stretch|succeeded|0|8||2026-08-17 16:11:32.160489+00|2026-08-17 16:11:32.160489+00
5566aac2-294b-4694-8dcc-4f7f7108fb37|petpack:1e885f797423b9a7f2e2f90eb787704f0f481e4146b63866f565321ee3e6a6b0|petpack.build-package|8783b68b-eabd-447f-99d9-cba49c245c91||succeeded|1|3||2026-08-17 16:11:32.174763+00|2026-08-17 16:11:33.47235+00
6f2421b5-b61b-43d8-a709-eb5905117de6|petpack:280bb437b511e6821a12b59a06a5b44e16c150d4125fe4a52b0c4f2e7be893be|petpack.validate-package|8783b68b-eabd-447f-99d9-cba49c245c91||dead|1|3|petpack_validation_failed|2026-08-17 16:11:34.199819+00|2026-08-17 16:11:34.470054+00
(100 rows)
